yearstart,yearend,locationabbr,locationdesc,datasource,topic,question,datavalueunit,datavaluetype,datavalue,datavaluealt,lowconfidencelimit,highconfidencelimit,stratificationcategory1,stratification1,locationid,topicid,questionid,datavaluetypeid,stratificationcategoryid1,stratificationid1,:@computed_region_bxsw_vy29,:@computed_region_he4y_prf8,geolocation.latitude,geolocation.longitude,geolocation.human_address,datavaluefootnotesymbol,datavaluefootnote
2017,2017,AL,Alabama,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,50.5,50.5,41.6,59.4,Gender,Male,01,DIA,DIA7_0,AGEADJPREV,GENDER,GENM,29,94,32.84057112200048,-86.63186076199969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,RI,Rhode Island,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Crude Prevalence,56.9,56.9,47.5,65.9,Gender,Female,44,DIA,DIA12_2,CRDPREV,GENDER,GENF,27,2658,41.70828019300046,-71.52247031399963,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,AZ,Arizona,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,54.6,54.6,34.4,73.4,Race/Ethnicity,"Black, non-Hispanic",04,DIA,DIA11_2,AGEADJPREV,RACE,BLK,7,986,34.865970280000454,-111.76381127699972,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,MN,Minnesota,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Crude Prevalence,7.8,7.8,7.3,8.2,Overall,Overall,27,DIA,DIA2_1,CRDPREV,OVERALL,OVR,1,392,46.35564873600049,-94.79420050299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,NY,New York,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,Age-adjusted Prevalence,29.1,29.1,16.5,45.9,Race/Ethnicity,"Black, non-Hispanic",36,DIA,DIA10_0,AGEADJPREV,RACE,BLK,47,2092,42.82700103200045,-75.54397042699964,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,ME,Maine,BRFSS,Diabetes,Diabetes prevalence among women aged 18-44 years,%,Crude Prevalence,3.7,3.7,2.5,5.5,Race/Ethnicity,"White, non-Hispanic",23,DIA,DIA2_2,CRDPREV,RACE,WHT,49,1725,45.254228894000505,-68.98503133599962,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,TN,Tennessee,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,59.6,59.6,51.1,67.5,Gender,Female,47,DIA,DIA11_1,AGEADJPREV,GENDER,GENF,39,2159,35.68094058000048,-85.77449091399967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,NE,Nebraska,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,61.3,61.3,56.5,65.8,Gender,Female,31,DIA,DIA11_1,CRDPREV,GENDER,GENF,19,2243,41.6410409880005,-99.36572062299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,SD,South Dakota,BRFSS,Diabetes,Diabetes prevalence among women aged 18-44 years,%,Crude Prevalence,6.7,6.7,4.4,10.1,Overall,Overall,46,DIA,DIA2_2,CRDPREV,OVERALL,OVR,21,2732,44.353130053000484,-100.3735306369997,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,PR,Puerto Rico,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,,,,,Gender,Female,72,DIA,DIA6_0,CRDPREV,GENDER,GENF,,3050,18.220833,-66.590149,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2017,2017,VA,Virginia,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Age-adjusted Prevalence,49.1,49.1,32.6,65.7,Race/Ethnicity,"Black, non-Hispanic",51,DIA,DIA12_1,AGEADJPREV,RACE,BLK,40,2758,37.54268067400045,-78.45789046299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,HI,Hawaii,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,Crude Prevalence,65.6,65.6,51.3,77.5,Race/Ethnicity,"Other, non-Hispanic",15,COPD,COPD7_0,CRDPREV,RACE,OTH,4,1657,21.304850435000446,-157.85774940299973,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,DC,District of Columbia,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Age-adjusted Prevalence,8.6,8.6,7.5,9.9,Gender,Female,11,DIA,DIA2_1,AGEADJPREV,GENDER,GENF,44,1049,38.907192,-77.036871,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,RI,Rhode Island,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,73.3,73.3,68.5,77.7,Overall,Overall,44,DIA,DIA11_2,CRDPREV,OVERALL,OVR,27,2658,41.70828019300046,-71.52247031399963,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,PR,Puerto Rico,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Age-adjusted Prevalence,35.4,35.4,30.1,40.9,Overall,Overall,72,DIA,DIA13_2,AGEADJPREV,OVERALL,OVR,,3050,18.220833,-66.590149,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,VI,Virgin Islands,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,,,,,Gender,Female,78,DIA,DIA7_0,CRDPREV,GENDER,GENF,,,18.335765,-64.896335,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2017,2017,NH,New Hampshire,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,,Race/Ethnicity,"Other, non-Hispanic",33,DIA,DIA11_1,AGEADJPREV,RACE,OTH,26,2405,43.65595011300047,-71.50036091999965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%
2017,2017,WY,Wyoming,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,58.5,58.5,44.2,71.5,Gender,Male,56,DIA,DIA11_2,AGEADJPREV,GENDER,GENM,14,3084,43.23554134300048,-108.10983035299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,MT,Montana,BRFSS,Diabetes,Diabetes prevalence among women aged 18-44 years,%,Crude Prevalence,4.0,4.0,2.6,6.0,Overall,Overall,30,DIA,DIA2_2,CRDPREV,OVERALL,OVR,2,2283,47.06652897200047,-109.42442064499971,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,OK,Oklahoma,BRFSS,Diabetes,Diabetes prevalence among women aged 18-44 years,%,Crude Prevalence,5.7,5.7,4.1,7.9,Race/Ethnicity,"White, non-Hispanic",40,DIA,DIA2_2,CRDPREV,RACE,WHT,20,712,35.47203135600046,-97.52107021399968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,NE,Nebraska,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,,Race/Ethnicity,"Multiracial, non-Hispanic",31,DIA,DIA11_3,AGEADJPREV,RACE,MRC,19,2243,41.6410409880005,-99.36572062299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%
2017,2017,UT,Utah,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Crude Prevalence,52.3,52.3,45.7,58.8,Overall,Overall,49,DIA,DIA13_1,CRDPREV,OVERALL,OVR,13,900,39.360700171000474,-111.58713063499971,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,CO,Colorado,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,67.5,67.5,61.6,72.8,Gender,Male,08,DIA,DIA11_2,CRDPREV,GENDER,GENM,9,1398,38.843840757000464,-106.13361092099967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,VI,Virgin Islands,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Crude Prevalence,,,,,Race/Ethnicity,Hispanic,78,DIA,DIA2_1,CRDPREV,RACE,HIS,,,18.335765,-64.896335,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2017,2017,OK,Oklahoma,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Crude Prevalence,12.3,12.3,11.2,13.6,Gender,Female,40,DIA,DIA2_1,CRDPREV,GENDER,GENF,20,712,35.47203135600046,-97.52107021399968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,UT,Utah,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,53.6,53.6,37.8,68.7,Race/Ethnicity,Hispanic,49,DIA,DIA11_2,AGEADJPREV,RACE,HIS,13,900,39.360700171000474,-111.58713063499971,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,OH,Ohio,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Crude Prevalence,67.7,67.7,61.6,73.3,Gender,Male,39,DIA,DIA12_2,CRDPREV,GENDER,GENM,38,587,40.06021014100048,-82.40426005599966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2015,2015,MI,Michigan,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Crude Prevalence,20.8,20.8,14.5,28.9,Race/Ethnicity,"Other, non-Hispanic",26,ART,ART1_1,CRDPREV,RACE,OTH,50,436,44.6613195430005,-84.71439026999968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,GA,Georgia,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Age-adjusted Prevalence,64.5,64.5,53.0,74.6,Race/Ethnicity,"Black, non-Hispanic",13,DIA,DIA12_2,AGEADJPREV,RACE,BLK,31,1149,32.83968109300048,-83.62758034599966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,MI,Michigan,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Crude Prevalence,73.4,73.4,60.3,83.3,Race/Ethnicity,"Black, non-Hispanic",26,DIA,DIA13_2,CRDPREV,RACE,BLK,50,436,44.6613195430005,-84.71439026999968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,PA,Pennsylvania,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Age-adjusted Prevalence,69.4,69.4,59.8,77.6,Race/Ethnicity,"White, non-Hispanic",42,DIA,DIA12_1,AGEADJPREV,RACE,WHT,48,2495,40.79373015200048,-77.86070029399963,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,TN,Tennessee,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Age-adjusted Prevalence,37.0,37.0,28.1,46.9,Gender,Female,47,DIA,DIA12_1,AGEADJPREV,GENDER,GENF,39,2159,35.68094058000048,-85.77449091399967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,OR,Oregon,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Age-adjusted Prevalence,90.7,90.7,86.0,94.0,Race/Ethnicity,"White, non-Hispanic",41,DIA,DIA13_2,AGEADJPREV,RACE,WHT,12,2452,44.56744942400047,-120.15503132599969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2014,2014,KS,Kansas,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Crude Prevalence,53.3,53.3,47.5,59.1,Race/Ethnicity,"Black, non-Hispanic",20,ORH,ORH4_3,CRDPREV,RACE,BLK,17,1287,38.34774030000045,-98.20078122699965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,OH,Ohio,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Crude Prevalence,85.1,85.1,81.7,88.0,Race/Ethnicity,"White, non-Hispanic",39,DIA,DIA13_2,CRDPREV,RACE,WHT,38,587,40.06021014100048,-82.40426005599966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,TX,Texas,BRFSS,Diabetes,Diabetes prevalence among women aged 18-44 years,%,Crude Prevalence,5.0,5.0,3.1,7.9,Race/Ethnicity,Hispanic,48,DIA,DIA2_2,CRDPREV,RACE,HIS,23,3109,31.827240407000488,-99.42677020599967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,WY,Wyoming,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Crude Prevalence,9.7,9.7,8.4,11.2,Gender,Male,56,DIA,DIA2_1,CRDPREV,GENDER,GENM,14,3084,43.23554134300048,-108.10983035299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,CO,Colorado,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Age-adjusted Prevalence,13.2,13.2,11.4,15.4,Race/Ethnicity,Hispanic,08,DIA,DIA2_1,AGEADJPREV,RACE,HIS,9,1398,38.843840757000464,-106.13361092099967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,NH,New Hampshire,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,69.5,69.5,64.4,74.1,Overall,Overall,33,DIA,DIA7_0,CRDPREV,OVERALL,OVR,26,2405,43.65595011300047,-71.50036091999965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,AK,Alaska,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,,Race/Ethnicity,"Black, non-Hispanic",02,DIA,DIA7_0,AGEADJPREV,RACE,BLK,51,1673,64.84507995700051,-147.72205903599973,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%
2017,2017,TX,Texas,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,27.7,27.7,22.9,32.9,Overall,Overall,48,DIA,DIA11_3,CRDPREV,OVERALL,OVR,23,3109,31.827240407000488,-99.42677020599967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,LA,Louisiana,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,66.4,66.4,55.5,75.8,Gender,Male,22,DIA,DIA7_0,AGEADJPREV,GENDER,GENM,22,1697,31.31266064400046,-92.44568007099969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,MS,Mississippi,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,68.9,68.9,64.7,72.9,Overall,Overall,28,DIA,DIA11_1,CRDPREV,OVERALL,OVR,32,494,32.745510099000455,-89.53803082499968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2015,2015,OK,Oklahoma,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,%,Crude Prevalence,9.5,9.5,8.5,10.6,Overall,Overall,40,AST,AST1_1,CRDPREV,OVERALL,OVR,20,712,35.47203135600046,-97.52107021399968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,DE,Delaware,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,77.8,77.8,70.9,83.4,Gender,Female,10,DIA,DIA7_0,CRDPREV,GENDER,GENF,43,1046,39.008830667000495,-75.57774116799965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,ME,Maine,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,36.7,36.7,32.7,40.9,Overall,Overall,23,DIA,DIA11_3,CRDPREV,OVERALL,OVR,49,1725,45.254228894000505,-68.98503133599962,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,NJ,New Jersey,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,60.0,60.0,51.0,68.4,Gender,Female,34,COPD,COPD8_0,AGEADJPREV,GENDER,GENF,46,489,40.13057004800049,-74.27369128799967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,NE,Nebraska,BRFSS,Diabetes,Diabetes prevalence among women aged 18-44 years,%,Crude Prevalence,5.1,5.1,3.8,6.8,Race/Ethnicity,"White, non-Hispanic",31,DIA,DIA2_2,CRDPREV,RACE,WHT,19,2243,41.6410409880005,-99.36572062299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,29.2,29.2,21.7,38.0,Race/Ethnicity,Hispanic,72,DIA,DIA11_3,AGEADJPREV,RACE,HIS,,3050,18.220833,-66.590149,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,UT,Utah,BRFSS,Diabetes,Diabetes prevalence among women aged 18-44 years,%,Crude Prevalence,4.9,4.9,4.0,6.1,Overall,Overall,49,DIA,DIA2_2,CRDPREV,OVERALL,OVR,13,900,39.360700171000474,-111.58713063499971,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,MS,Mississippi,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,66.5,66.5,53.5,77.5,Race/Ethnicity,"Black, non-Hispanic",28,COPD,COPD8_0,AGEADJPREV,RACE,BLK,32,494,32.745510099000455,-89.53803082499968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2016,2016,IA,Iowa,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,46.6,46.6,45.1,48.1,Overall,Overall,19,IMM,IMM1_0,CRDPREV,OVERALL,OVR,16,281,42.46940091300047,-93.81649055599968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,GU,Guam,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Age-adjusted Prevalence,42.1,42.1,27.3,58.5,Overall,Overall,66,DIA,DIA12_2,AGEADJPREV,OVERALL,OVR,,,13.444304,144.793731,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,PR,Puerto Rico,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,,,,,Race/Ethnicity,Hispanic,72,DIA,DIA7_0,CRDPREV,RACE,HIS,,3050,18.220833,-66.590149,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2017,2017,KS,Kansas,BRFSS,Diabetes,Diabetes prevalence among women aged 18-44 years,%,Crude Prevalence,8.3,8.3,5.5,12.2,Race/Ethnicity,Hispanic,20,DIA,DIA2_2,CRDPREV,RACE,HIS,17,1287,38.34774030000045,-98.20078122699965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,IL,Illinois,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,Age-adjusted Prevalence,,,,,Race/Ethnicity,"Multiracial, non-Hispanic",17,DIA,DIA10_0,AGEADJPREV,RACE,MRC,34,1795,40.48501028300046,-88.99771017799969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2017,2017,ME,Maine,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,,,,,Gender,Female,23,DIA,DIA7_0,CRDPREV,GENDER,GENF,49,1725,45.254228894000505,-68.98503133599962,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2017,2017,GU,Guam,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,Crude Prevalence,34.9,34.9,26.8,44.0,Overall,Overall,66,DIA,DIA10_0,CRDPREV,OVERALL,OVR,,,13.444304,144.793731,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,ID,Idaho,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Crude Prevalence,8.3,8.3,7.1,9.6,Gender,Male,16,DIA,DIA2_1,CRDPREV,GENDER,GENM,5,1687,43.682630005000476,-114.3637300419997,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,WY,Wyoming,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,59.1,59.1,51.4,66.3,Gender,Male,56,DIA,DIA11_1,CRDPREV,GENDER,GENM,14,3084,43.23554134300048,-108.10983035299967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,FL,Florida,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,55.2,55.2,47.2,63.0,Gender,Female,12,DIA,DIA11_2,AGEADJPREV,GENDER,GENF,30,1112,28.932040377000476,-81.92896053899966,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2016,2016,NH,New Hampshire,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,"cases per 100,000",Age-adjusted Rate,35.4,35.4,31.5,39.2,Gender,Female,33,CKD,CKD1_0,AGEADJRATE,GENDER,GENF,26,2405,43.65595011300047,-71.50036091999965,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,WA,Washington,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,42.4,42.4,33.9,51.4,Race/Ethnicity,"White, non-Hispanic",53,DIA,DIA11_3,AGEADJPREV,RACE,WHT,6,2956,47.52227862900048,-120.47001078999972,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2015,2015,MI,Michigan,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,%,Crude Prevalence,43.5,43.5,26.0,62.9,Race/Ethnicity,"Multiracial, non-Hispanic",26,ART,ART1_2,CRDPREV,RACE,MRC,50,436,44.6613195430005,-84.71439026999968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2015,2015,IL,Illinois,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,Age-adjusted Prevalence,29.9,29.9,21.3,40.1,Gender,Male,17,ART,ART3_0,AGEADJPREV,GENDER,GENM,34,1795,40.48501028300046,-88.99771017799969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,RI,Rhode Island,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,73.6,73.6,66.7,79.5,Gender,Male,44,DIA,DIA11_2,CRDPREV,GENDER,GENM,27,2658,41.70828019300046,-71.52247031399963,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,IA,Iowa,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,35.7,35.7,26.9,45.6,Race/Ethnicity,"White, non-Hispanic",19,DIA,DIA11_3,AGEADJPREV,RACE,WHT,16,281,42.46940091300047,-93.81649055599968,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,WV,West Virginia,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,%,Crude Prevalence,,,,,Gender,Female,54,DIA,DIA10_0,CRDPREV,GENDER,GENF,42,2749,38.66551020200046,-80.71264013499967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2017,2017,AK,Alaska,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Crude Prevalence,7.5,7.5,6.2,8.9,Overall,Overall,02,DIA,DIA2_1,CRDPREV,OVERALL,OVR,51,1673,64.84507995700051,-147.72205903599973,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2014,2014,MA,Massachusetts,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Crude Prevalence,72.1,72.1,70.4,73.8,Gender,Male,25,ORH,ORH1_1,CRDPREV,GENDER,GENM,25,1919,42.27687047000046,-72.08269067499964,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2015,2015,CO,Colorado,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,Crude Prevalence,24.0,24.0,21.9,26.3,Race/Ethnicity,"White, non-Hispanic",08,ART,ART4_0,CRDPREV,RACE,WHT,9,1398,38.843840757000464,-106.13361092099967,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
2017,2017,VI,Virgin Islands,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,,Gender,Female,78,DIA,DIA11_1,AGEADJPREV,GENDER,GENF,,,18.335765,-64.896335,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2017,2017,HI,Hawaii,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,,,,,Race/Ethnicity,Hispanic,15,DIA,DIA6_0,CRDPREV,RACE,HIS,4,1657,21.304850435000446,-157.85774940299973,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",-,No data available
2017,2017,AZ,Arizona,BRFSS,Diabetes,Diabetes prevalence among women aged 18-44 years,%,Crude Prevalence,6.1,6.1,4.4,8.3,Race/Ethnicity,Hispanic,04,DIA,DIA2_2,CRDPREV,RACE,HIS,7,986,34.865970280000454,-111.76381127699972,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",,
