,year,locationabbr,locationdesc,datasource,category,indicator,response,data_value_unit,data_value_type,data_value,data_value_alt,low_confidence_limit,high_confidence_limit,number,weightednumber,stratificationcategory1,stratification1,categoryid,indicatorid,locationid,responseid,datavaluetypeid,stratificationcategoryid1,stratificationid1,stratificationcategory2,stratification2,stratificationcategoryid2,stratificationid2,geolocation,:@computed_region_hjsp_umg2,:@computed_region_skr5_azej,data_value_footnote_symbol,data_value_footnote
776,2016,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,,,,,Disability Type,Vision Disability,DISEST,RACEIND,1,RACE06,AGEADJPREV,DISTYPE,VISDIS,,,,,"{'latitude': '32.84057112200048', 'longitude': '-86.63186076199969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29.0,94.0,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
777,2016,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,,,,,Disability Type,Independent Living Disability,DISEST,RACEIND,89,RACE05,AGEADJPREV,DISTYPE,INDDIS,,,,,,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
778,2016,OR,Oregon,BRFSS,Demographics,Income level among adults 18 years of age or older,"<$15,000",%,Age-adjusted Prevalence,21.3,21.3,18.1,25.0,220.0,130312.0,Disability Status,Any Disability,DEMOG,INCOMEN,41,INCOME01,AGEADJPREV,DISSTAT,DISABL,,,,,"{'latitude': '44.56744942400047', 'longitude': '-120.15503132599969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12.0,2452.0,,
779,2016,DE,Delaware,BRFSS,Demographics,Employment status among adults 18 years of age or older,Unable to Work,%,Age-adjusted Prevalence,33.6,33.6,26.0,42.2,198.0,28476.0,Disability Type,Mobility Disability,DEMOG,JOB,10,JOB03,AGEADJPREV,DISTYPE,MOBDIS,,,,,"{'latitude': '39.008830667000495', 'longitude': '-75.57774116799965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43.0,1046.0,,
780,2016,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,9.7,9.7,6.5,14.2,109.0,146938.0,Disability Type,Hearing Disability,DISEST,VETIND,42,VET1,AGEADJPREV,DISTYPE,HEARDIS,,,,,"{'latitude': '40.79373015200048', 'longitude': '-77.86070029399963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48.0,2495.0,,
781,2016,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,2.5,2.5,2.0,3.1,200.0,112548.0,Disability Type,Self-care Disability,DISEST,RACEIND,51,RACE01,AGEADJPREV,DISTYPE,SELFDIS,,,,,"{'latitude': '37.54268067400045', 'longitude': '-78.45789046299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40.0,2758.0,,
782,2016,HHS5,HHS Region 5,BRFSS,Demographics,Marital status among adults 18 years of age or older,Married / Unmarried Couple,%,Age-adjusted Prevalence,39.6,39.6,36.9,42.5,1500.0,1017711.0,Disability Type,Independent Living Disability,DEMOG,MARRIED,84,MARRIED01,AGEADJPREV,DISTYPE,INDDIS,,,,,,,,,
783,2016,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,80.8,80.8,78.5,83.0,2165.0,435598.0,Overall,Overall,DISEST,STATTYPE,2,Q6DIS2,AGEADJPREV,CAT1,BO1,,,,,"{'latitude': '64.84507995700051', 'longitude': '-147.72205903599973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",51.0,1673.0,,
784,2016,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,3.4,3.4,2.5,4.5,70.0,6888.0,Disability Type,Mobility Disability,DISEST,AGEIND,50,AGE01,PREV,DISTYPE,MOBDIS,,,,,"{'latitude': '43.62538123900049', 'longitude': '-72.51764079099962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28.0,3218.0,,
785,2016,VT,Vermont,BRFSS,Demographics,Marital status among adults 18 years of age or older,Married / Unmarried Couple,%,Age-adjusted Prevalence,37.8,37.8,33.6,42.2,651.0,46015.0,Disability Status,Any Disability,DEMOG,MARRIED,50,MARRIED01,AGEADJPREV,DISSTAT,DISABL,,,,,"{'latitude': '43.62538123900049', 'longitude': '-72.51764079099962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28.0,3218.0,,
786,2016,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,4.2,4.2,3.7,4.7,535.0,146705.0,Disability Type,Self-care Disability,DISEST,VETIND,45,VET2,AGEADJPREV,DISTYPE,SELFDIS,,,,,"{'latitude': '33.998821303000454', 'longitude': '-81.04537120699968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33.0,2581.0,,
787,2016,WI,Wisconsin,BRFSS,Demographics,Marital status among adults 18 years of age or older,Married / Unmarried Couple,%,Age-adjusted Prevalence,44.4,44.4,28.7,61.2,74.0,60577.0,Disability Type,Vision Disability,DEMOG,MARRIED,55,MARRIED01,AGEADJPREV,DISTYPE,VISDIS,,,,,"{'latitude': '44.39319117400049', 'longitude': '-89.81637074199966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41.0,3078.0,,
788,2016,MA,Massachusetts,BRFSS,Demographics,Marital status among adults 18 years of age or older,Divorced / Separated,%,Age-adjusted Prevalence,21.6,21.6,16.4,27.8,306.0,129254.0,Disability Type,Mobility Disability,DEMOG,MARRIED,25,MARRIED02,AGEADJPREV,DISTYPE,MOBDIS,,,,,"{'latitude': '42.27687047000046', 'longitude': '-72.08269067499964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25.0,1919.0,,
789,2016,HHS1,HHS Region 1,BRFSS,Demographics,Education level among adults 18 years of age or older,College Graduate,%,Age-adjusted Prevalence,39.4,39.4,38.5,40.3,17122.0,3397260.0,Disability Status,No Disability,DEMOG,EDUCATE,80,EDUCATE03,AGEADJPREV,DISSTAT,NODIS,,,,,,,,,
790,2016,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,54.9,54.9,42.1,67.1,30.0,11524.0,Disability Status,No Disability,DISEST,RACEIND,21,RACE07,AGEADJPREV,DISSTAT,NODIS,,,,,"{'latitude': '37.645970271000465', 'longitude': '-84.77497104799966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36.0,235.0,,
791,2016,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,80.8,80.8,78.3,83.1,1801.0,362886.0,Disability Status,No Disability,DISEST,VETIND,2,VET2,AGEADJPREV,DISSTAT,NODIS,,,,,"{'latitude': '64.84507995700051', 'longitude': '-147.72205903599973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",51.0,1673.0,,
792,2016,PA,Pennsylvania,BRFSS,Demographics,Marital status among adults 18 years of age or older,Never Married,%,Age-adjusted Prevalence,20.6,20.6,15.1,27.5,132.0,181740.0,Disability Type,Mobility Disability,DEMOG,MARRIED,42,MARRIED04,AGEADJPREV,DISTYPE,MOBDIS,,,,,"{'latitude': '40.79373015200048', 'longitude': '-77.86070029399963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48.0,2495.0,,
793,2016,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,4.4,4.4,2.6,7.4,33.0,51844.0,Disability Type,Self-care Disability,DISEST,VETIND,17,VET1,AGEADJPREV,DISTYPE,SELFDIS,,,,,"{'latitude': '40.48501028300046', 'longitude': '-88.99771017799969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0,1795.0,,
794,2016,HHS8,HHS Region 8,BRFSS,Demographics,Education level among adults 18 years of age or older,High School Graduate,%,Age-adjusted Prevalence,66.7,66.7,64.3,69.0,2361.0,464717.0,Disability Type,Cognitive Disability,DEMOG,EDUCATE,87,EDUCATE02,AGEADJPREV,DISTYPE,COGDIS,,,,,,,,,
795,2016,DE,Delaware,BRFSS,Demographics,Employment status among adults 18 years of age or older,Employed,%,Age-adjusted Prevalence,54.6,54.6,41.7,66.9,82.0,17283.0,Disability Type,Hearing Disability,DEMOG,JOB,10,JOB01,AGEADJPREV,DISTYPE,HEARDIS,,,,,"{'latitude': '39.008830667000495', 'longitude': '-75.57774116799965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43.0,1046.0,,
796,2016,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,,,,,Disability Type,Vision Disability,DISEST,RACEIND,32,RACE04,AGEADJPREV,DISTYPE,VISDIS,,,,,"{'latitude': '39.493240390000494', 'longitude': '-117.07184056399967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10.0,481.0,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
797,2016,VI,U.S. Virgin Islands,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,,,,,Disability Type,Self-care Disability,DISEST,RACEIND,78,RACE07,AGEADJPREV,DISTYPE,SELFDIS,,,,,,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
798,2016,NC,North Carolina,BRFSS,Demographics,Education level among adults 18 years of age or older,Some High School or Less,%,Age-adjusted Prevalence,36.8,36.8,25.8,49.5,72.0,105227.0,Disability Type,Self-care Disability,DEMOG,EDUCATE,37,EDUCATE01,AGEADJPREV,DISTYPE,SELFDIS,,,,,"{'latitude': '35.466220975000454', 'longitude': '-79.15925046299964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37.0,2390.0,,
799,2016,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,,,,,Disability Type,Hearing Disability,DISEST,RACEIND,72,RACE04,AGEADJPREV,DISTYPE,HEARDIS,,,,,,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
800,2016,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,,,,,Disability Type,Self-care Disability,DISEST,RACEIND,18,RACE05,AGEADJPREV,DISTYPE,SELFDIS,,,,,"{'latitude': '39.766910452000445', 'longitude': '-86.14996019399968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",35.0,1904.0,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
801,2016,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,30.2,30.2,27.4,33.1,1125.0,1944260.0,Disability Status,Any Disability,DISEST,AGEIND,48,AGE02,PREV,DISSTAT,DISABL,,,,,"{'latitude': '31.827240407000488', 'longitude': '-99.42677020599967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23.0,3109.0,,
802,2016,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,,,,,Disability Status,No Disability,DISEST,RACEIND,6,RACE06,AGEADJPREV,DISSTAT,NODIS,,,,,"{'latitude': '37.63864012300047', 'longitude': '-120.99999953799971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8.0,1340.0,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
803,2016,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,4.0,4.0,3.3,4.9,160.0,39792.0,Disability Type,Self-care Disability,DISEST,AGEIND,9,AGE02,PREV,DISTYPE,SELFDIS,,,,,"{'latitude': '41.56266102000046', 'longitude': '-72.64984095199964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24.0,1043.0,,
804,2016,NC,North Carolina,BRFSS,Demographics,Marital status among adults 18 years of age or older,Divorced / Separated,%,Age-adjusted Prevalence,19.6,19.6,13.3,27.9,89.0,81330.0,Disability Type,Hearing Disability,DEMOG,MARRIED,37,MARRIED02,AGEADJPREV,DISTYPE,HEARDIS,,,,,"{'latitude': '35.466220975000454', 'longitude': '-79.15925046299964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37.0,2390.0,,
805,2016,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.2,10.2,9.4,11.0,1079.0,268144.0,Overall,Overall,DISEST,STATTYPE,19,Q6MOB,AGEADJPREV,CAT1,BO1,,,,,"{'latitude': '42.46940091300047', 'longitude': '-93.81649055599968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16.0,281.0,,
806,2016,HHS7,HHS Region 7,BRFSS,Demographics,Education level among adults 18 years of age or older,College Graduate,%,Age-adjusted Prevalence,9.7,9.7,5.8,15.8,248.0,34431.0,Disability Type,Self-care Disability,DEMOG,EDUCATE,86,EDUCATE03,AGEADJPREV,DISTYPE,SELFDIS,,,,,,,,,
807,2016,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,5.7,5.7,4.8,6.6,378.0,93535.0,Overall,Overall,DISEST,STATTYPE,35,Q6VIS,AGEADJPREV,CAT1,BO1,,,,,"{'latitude': '34.52088095200048', 'longitude': '-106.24058098499967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11.0,616.0,,
808,2016,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,17.1,17.1,15.1,19.3,531.0,433766.0,Disability Type,Cognitive Disability,DISEST,SEXIND,47,SEX02,AGEADJPREV,DISTYPE,COGDIS,,,,,"{'latitude': '35.68094058000048', 'longitude': '-85.77449091399967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39.0,2159.0,,
809,2016,NE,Nebraska,BRFSS,Demographics,Education level among adults 18 years of age or older,Some High School or Less,%,Age-adjusted Prevalence,20.7,20.7,14.9,28.0,81.0,9965.0,Disability Type,Vision Disability,DEMOG,EDUCATE,31,EDUCATE01,AGEADJPREV,DISTYPE,VISDIS,,,,,"{'latitude': '41.6410409880005', 'longitude': '-99.36572062299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19.0,2243.0,,
810,2016,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,,,,,Disability Type,Mobility Disability,DISEST,RACEIND,41,RACE05,AGEADJPREV,DISTYPE,MOBDIS,,,,,"{'latitude': '44.56744942400047', 'longitude': '-120.15503132599969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12.0,2452.0,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
811,2016,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,3.4,3.4,2.8,4.2,180.0,490857.0,Disability Type,Self-care Disability,DISEST,SEXIND,6,SEX01,AGEADJPREV,DISTYPE,SELFDIS,,,,,"{'latitude': '37.63864012300047', 'longitude': '-120.99999953799971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8.0,1340.0,,
812,2016,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,37.7,37.7,36.2,39.1,5851.0,890871.0,Disability Status,Any Disability,DISEST,AGEIND,80,AGE03,PREV,DISSTAT,DISABL,,,,,,,,,
813,2016,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,16.5,16.5,14.7,18.4,441.0,203882.0,Disability Type,Cognitive Disability,DISEST,AGEIND,1,AGE02,PREV,DISTYPE,COGDIS,,,,,"{'latitude': '32.84057112200048', 'longitude': '-86.63186076199969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29.0,94.0,,
814,2016,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,,,,,Disability Type,Cognitive Disability,DISEST,RACEIND,87,RACE06,AGEADJPREV,DISTYPE,COGDIS,,,,,,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
815,2016,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,7.0,7.0,4.1,11.6,51.0,14985.0,Disability Type,Independent Living Disability,DISEST,VETIND,19,VET1,AGEADJPREV,DISTYPE,INDDIS,,,,,"{'latitude': '42.46940091300047', 'longitude': '-93.81649055599968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16.0,281.0,,
816,2016,NE,Nebraska,BRFSS,Demographics,Employment status among adults 18 years of age or older,Employed,%,Age-adjusted Prevalence,41.6,41.6,33.1,50.7,159.0,13253.0,Disability Type,Vision Disability,DEMOG,JOB,31,JOB01,AGEADJPREV,DISTYPE,VISDIS,,,,,"{'latitude': '41.6410409880005', 'longitude': '-99.36572062299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19.0,2243.0,,
817,2016,MT,Montana,BRFSS,Demographics,Marital status among adults 18 years of age or older,Never Married,%,Age-adjusted Prevalence,23.6,23.6,19.4,28.4,226.0,31179.0,Disability Status,Any Disability,DEMOG,MARRIED,30,MARRIED04,AGEADJPREV,DISSTAT,DISABL,,,,,"{'latitude': '47.06652897200047', 'longitude': '-109.42442064499971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2.0,2283.0,,
818,2016,OR,Oregon,BRFSS,Demographics,Employment status among adults 18 years of age or older,Out of Work,%,Age-adjusted Prevalence,,,,,,,Disability Type,Hearing Disability,DEMOG,JOB,41,JOB02,AGEADJPREV,DISTYPE,HEARDIS,,,,,"{'latitude': '44.56744942400047', 'longitude': '-120.15503132599969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12.0,2452.0,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
819,2016,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,21.2,21.2,18.6,23.9,462.0,263977.0,Disability Status,Any Disability,DISEST,VETIND,51,VET1,AGEADJPREV,DISSTAT,DISABL,,,,,"{'latitude': '37.54268067400045', 'longitude': '-78.45789046299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40.0,2758.0,,
820,2016,WY,Wyoming,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,7.6,7.6,6.0,9.5,150.0,17046.0,Disability Type,Cognitive Disability,DISEST,SEXIND,56,SEX01,AGEADJPREV,DISTYPE,COGDIS,,,,,"{'latitude': '43.23554134300048', 'longitude': '-108.10983035299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14.0,3084.0,,
821,2016,WA,Washington,BRFSS,Demographics,Employment status among adults 18 years of age or older,Out of Work,%,Age-adjusted Prevalence,8.5,8.5,4.9,14.4,31.0,13171.0,Disability Type,Hearing Disability,DEMOG,JOB,53,JOB02,AGEADJPREV,DISTYPE,HEARDIS,,,,,"{'latitude': '47.52227862900048', 'longitude': '-120.47001078999972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6.0,2956.0,,
822,2016,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,7.8,7.8,4.9,12.2,32.0,22718.0,Disability Type,Cognitive Disability,DISEST,RACEIND,18,RACE03,AGEADJPREV,DISTYPE,COGDIS,,,,,"{'latitude': '39.766910452000445', 'longitude': '-86.14996019399968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",35.0,1904.0,,
823,2016,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,31.8,31.8,29.8,33.9,1547.0,490508.0,Disability Status,Any Disability,DISEST,SEXIND,40,SEX02,AGEADJPREV,DISSTAT,DISABL,,,,,"{'latitude': '35.47203135600046', 'longitude': '-97.52107021399968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20.0,712.0,,
824,2016,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,8.7,8.7,7.4,10.3,221.0,44334.0,Disability Type,Cognitive Disability,DISEST,AGEIND,19,AGE03,PREV,DISTYPE,COGDIS,,,,,"{'latitude': '42.46940091300047', 'longitude': '-93.81649055599968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16.0,281.0,,
825,2016,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,4.8,4.8,4.3,5.5,331.0,168580.0,Overall,Overall,DISEST,STATTYPE,41,Q6HEAR,AGEADJPREV,CAT1,BO1,,,,,"{'latitude': '44.56744942400047', 'longitude': '-120.15503132599969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12.0,2452.0,,
826,2016,NE,Nebraska,BRFSS,Demographics,Employment status among adults 18 years of age or older,Employed,%,Age-adjusted Prevalence,47.8,47.8,44.0,51.5,1180.0,116915.0,Disability Status,Any Disability,DEMOG,JOB,31,JOB01,AGEADJPREV,DISSTAT,DISABL,,,,,"{'latitude': '41.6410409880005', 'longitude': '-99.36572062299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19.0,2243.0,,
827,2016,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,3.9,3.9,3.2,4.8,203.0,11147.0,Disability Type,Self-care Disability,DISEST,AGEIND,31,AGE03,PREV,DISTYPE,SELFDIS,,,,,"{'latitude': '41.6410409880005', 'longitude': '-99.36572062299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19.0,2243.0,,
828,2016,MI,Michigan,BRFSS,Demographics,Education level among adults 18 years of age or older,Some High School or Less,%,Age-adjusted Prevalence,19.2,19.2,16.8,21.8,361.0,419656.0,Disability Status,Any Disability,DEMOG,EDUCATE,26,EDUCATE01,AGEADJPREV,DISSTAT,DISABL,,,,,"{'latitude': '44.6613195430005', 'longitude': '-84.71439026999968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",50.0,436.0,,
829,2016,MN,Minnesota,BRFSS,Demographics,Employment status among adults 18 years of age or older,Out of Work,%,Age-adjusted Prevalence,7.7,7.7,4.5,13.1,24.0,8933.0,Disability Type,Vision Disability,DEMOG,JOB,27,JOB02,AGEADJPREV,DISTYPE,VISDIS,,,,,"{'latitude': '46.35564873600049', 'longitude': '-94.79420050299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1.0,392.0,,
830,2016,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,86.3,86.3,84.8,87.6,3499.0,1003487.0,Disability Status,No Disability,DISEST,AGEIND,49,AGE01,PREV,DISSTAT,NODIS,,,,,"{'latitude': '39.360700171000474', 'longitude': '-111.58713063499971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13.0,900.0,,
831,2016,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,,,,,Disability Type,Hearing Disability,DISEST,RACEIND,17,RACE04,AGEADJPREV,DISTYPE,HEARDIS,,,,,"{'latitude': '40.48501028300046', 'longitude': '-88.99771017799969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0,1795.0,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
832,2016,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,13.7,13.7,11.8,15.9,415.0,780150.0,Disability Type,Mobility Disability,DISEST,RACEIND,48,RACE03,AGEADJPREV,DISTYPE,MOBDIS,,,,,"{'latitude': '31.827240407000488', 'longitude': '-99.42677020599967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23.0,3109.0,,
833,2016,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,9.5,9.5,8.8,10.2,1452.0,296188.0,Overall,Overall,DISEST,STATTYPE,9,Q6MOB,AGEADJPREV,CAT1,BO1,,,,,"{'latitude': '41.56266102000046', 'longitude': '-72.64984095199964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24.0,1043.0,,
834,2016,NM,New Mexico,BRFSS,Demographics,Income level among adults 18 years of age or older,"$25,000 to <$35,000",%,Age-adjusted Prevalence,11.9,11.9,9.0,15.4,218.0,47633.0,Disability Status,Any Disability,DEMOG,INCOMEN,35,INCOME03,AGEADJPREV,DISSTAT,DISABL,,,,,"{'latitude': '34.52088095200048', 'longitude': '-106.24058098499967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11.0,616.0,,
835,2016,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,11.0,11.0,9.3,13.0,171.0,205761.0,Disability Type,Hearing Disability,DISEST,AGEIND,17,AGE03,PREV,DISTYPE,HEARDIS,,,,,"{'latitude': '40.48501028300046', 'longitude': '-88.99771017799969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34.0,1795.0,,
