,jurisdiction,week_ending_date,state_abbreviation,mmwryear,mmwrweek,race_ethnicity,time_period,outcome,number_of_deaths,average_number_of_deaths,type,suppress,difference_from_2015_2019,percent_difference_from_2015,note
519,Alaska,2015-09-12T00:00:00.000,AK,2015,36,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
520,Alaska,2016-09-10T00:00:00.000,AK,2016,36,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
521,Alaska,2017-09-09T00:00:00.000,AK,2017,36,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
522,Alaska,2018-09-08T00:00:00.000,AK,2018,36,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
523,Alaska,2019-09-07T00:00:00.000,AK,2019,36,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
524,Alaska,2020-09-05T00:00:00.000,AK,2020,36,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
525,Alaska,2015-09-19T00:00:00.000,AK,2015,37,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
526,Alaska,2016-09-17T00:00:00.000,AK,2016,37,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
527,Alaska,2017-09-16T00:00:00.000,AK,2017,37,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
528,Alaska,2018-09-15T00:00:00.000,AK,2018,37,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
529,Alaska,2019-09-14T00:00:00.000,AK,2019,37,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
530,Alaska,2020-09-12T00:00:00.000,AK,2020,37,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
531,Alaska,2015-09-26T00:00:00.000,AK,2015,38,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
532,Alaska,2016-09-24T00:00:00.000,AK,2016,38,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
533,Alaska,2017-09-23T00:00:00.000,AK,2017,38,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
534,Alaska,2018-09-22T00:00:00.000,AK,2018,38,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
535,Alaska,2019-09-21T00:00:00.000,AK,2019,38,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
536,Alaska,2020-09-19T00:00:00.000,AK,2020,38,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
537,Alaska,2015-10-03T00:00:00.000,AK,2015,39,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
538,Alaska,2016-10-01T00:00:00.000,AK,2016,39,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
539,Alaska,2017-09-30T00:00:00.000,AK,2017,39,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
540,Alaska,2018-09-29T00:00:00.000,AK,2018,39,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
541,Alaska,2019-09-28T00:00:00.000,AK,2019,39,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
542,Alaska,2020-09-26T00:00:00.000,AK,2020,39,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
543,Alaska,2015-10-10T00:00:00.000,AK,2015,40,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
544,Alaska,2016-10-08T00:00:00.000,AK,2016,40,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
545,Alaska,2017-10-07T00:00:00.000,AK,2017,40,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
546,Alaska,2018-10-06T00:00:00.000,AK,2018,40,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
547,Alaska,2019-10-05T00:00:00.000,AK,2019,40,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
548,Alaska,2020-10-03T00:00:00.000,AK,2020,40,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
549,Alaska,2015-10-17T00:00:00.000,AK,2015,41,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
550,Alaska,2016-10-15T00:00:00.000,AK,2016,41,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
551,Alaska,2017-10-14T00:00:00.000,AK,2017,41,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
552,Alaska,2018-10-13T00:00:00.000,AK,2018,41,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
553,Alaska,2019-10-12T00:00:00.000,AK,2019,41,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
554,Alaska,2020-10-10T00:00:00.000,AK,2020,41,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
555,Alaska,2015-10-24T00:00:00.000,AK,2015,42,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
556,Alaska,2016-10-22T00:00:00.000,AK,2016,42,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
557,Alaska,2017-10-21T00:00:00.000,AK,2017,42,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
558,Alaska,2018-10-20T00:00:00.000,AK,2018,42,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
559,Alaska,2019-10-19T00:00:00.000,AK,2019,42,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
560,Alaska,2020-10-17T00:00:00.000,AK,2020,42,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
561,Alaska,2015-10-31T00:00:00.000,AK,2015,43,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
562,Alaska,2016-10-29T00:00:00.000,AK,2016,43,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
563,Alaska,2017-10-28T00:00:00.000,AK,2017,43,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
564,Alaska,2018-10-27T00:00:00.000,AK,2018,43,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
565,Alaska,2019-10-26T00:00:00.000,AK,2019,43,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
566,Alaska,2020-10-24T00:00:00.000,AK,2020,43,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
567,Alaska,2015-11-07T00:00:00.000,AK,2015,44,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
568,Alaska,2016-11-05T00:00:00.000,AK,2016,44,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
569,Alaska,2017-11-04T00:00:00.000,AK,2017,44,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
570,Alaska,2018-11-03T00:00:00.000,AK,2018,44,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
571,Alaska,2019-11-02T00:00:00.000,AK,2019,44,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
572,Alaska,2020-10-31T00:00:00.000,AK,2020,44,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
573,Alaska,2015-11-14T00:00:00.000,AK,2015,45,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
574,Alaska,2016-11-12T00:00:00.000,AK,2016,45,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
575,Alaska,2017-11-11T00:00:00.000,AK,2017,45,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
576,Alaska,2018-11-10T00:00:00.000,AK,2018,45,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
577,Alaska,2019-11-09T00:00:00.000,AK,2019,45,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
578,Alaska,2020-11-07T00:00:00.000,AK,2020,45,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
579,Alaska,2015-11-21T00:00:00.000,AK,2015,46,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
580,Alaska,2016-11-19T00:00:00.000,AK,2016,46,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
581,Alaska,2017-11-18T00:00:00.000,AK,2017,46,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
582,Alaska,2018-11-17T00:00:00.000,AK,2018,46,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
583,Alaska,2019-11-16T00:00:00.000,AK,2019,46,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
584,Alaska,2020-11-14T00:00:00.000,AK,2020,46,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
585,Alaska,2015-11-28T00:00:00.000,AK,2015,47,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
586,Alaska,2016-11-26T00:00:00.000,AK,2016,47,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
587,Alaska,2017-11-25T00:00:00.000,AK,2017,47,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
588,Alaska,2018-11-24T00:00:00.000,AK,2018,47,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
589,Alaska,2019-11-23T00:00:00.000,AK,2019,47,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
590,Alaska,2020-11-21T00:00:00.000,AK,2020,47,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Weighted numbers of deaths are 20% or more higher than the control counts. Data may be less complete than in previous years, or weights may be too high in states where timeliness of provisional data has improved."
591,Alaska,2015-12-05T00:00:00.000,AK,2015,48,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
592,Alaska,2016-12-03T00:00:00.000,AK,2016,48,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
593,Alaska,2017-12-02T00:00:00.000,AK,2017,48,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
594,Alaska,2018-12-01T00:00:00.000,AK,2018,48,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
595,Alaska,2019-11-30T00:00:00.000,AK,2019,48,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
596,Alaska,2020-11-28T00:00:00.000,AK,2020,48,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Weighted numbers of deaths are 20% or more higher than the control counts. Data may be less complete than in previous years, or weights may be too high in states where timeliness of provisional data has improved."
597,Alaska,2015-12-12T00:00:00.000,AK,2015,49,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
598,Alaska,2016-12-10T00:00:00.000,AK,2016,49,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
599,Alaska,2017-12-09T00:00:00.000,AK,2017,49,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
600,Alaska,2018-12-08T00:00:00.000,AK,2018,49,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
601,Alaska,2019-12-07T00:00:00.000,AK,2019,49,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
602,Alaska,2020-12-05T00:00:00.000,AK,2020,49,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction. Weighted numbers of deaths are 20% or more higher than the control counts. Data may be less complete than in previous years, or weights may be too high in states where timeliness of provisional data has improved."
603,Alaska,2015-12-19T00:00:00.000,AK,2015,50,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
604,Alaska,2016-12-17T00:00:00.000,AK,2016,50,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
605,Alaska,2017-12-16T00:00:00.000,AK,2017,50,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
606,Alaska,2018-12-15T00:00:00.000,AK,2018,50,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
607,Alaska,2019-12-14T00:00:00.000,AK,2019,50,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
608,Alaska,2015-12-26T00:00:00.000,AK,2015,51,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
609,Alaska,2016-12-24T00:00:00.000,AK,2016,51,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
610,Alaska,2017-12-23T00:00:00.000,AK,2017,51,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
611,Alaska,2018-12-22T00:00:00.000,AK,2018,51,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
612,Alaska,2019-12-21T00:00:00.000,AK,2019,51,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
613,Alaska,2016-01-02T00:00:00.000,AK,2015,52,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
614,Alaska,2016-12-31T00:00:00.000,AK,2016,52,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
615,Alaska,2017-12-30T00:00:00.000,AK,2017,52,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
616,Alaska,2018-12-29T00:00:00.000,AK,2018,52,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
617,Alaska,2019-12-28T00:00:00.000,AK,2019,52,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
618,Arizona,2015-01-10T00:00:00.000,AZ,2015,1,Hispanic,2015-2019,All Cause,152.0,171.0,Predicted (weighted),,,,
619,Arizona,2016-01-09T00:00:00.000,AZ,2016,1,Hispanic,2015-2019,All Cause,149.0,171.0,Predicted (weighted),,,,
620,Arizona,2017-01-07T00:00:00.000,AZ,2017,1,Hispanic,2015-2019,All Cause,149.0,171.0,Predicted (weighted),,,,
621,Arizona,2018-01-06T00:00:00.000,AZ,2018,1,Hispanic,2015-2019,All Cause,207.0,171.0,Predicted (weighted),,,,
622,Arizona,2019-01-05T00:00:00.000,AZ,2019,1,Hispanic,2015-2019,All Cause,196.0,171.0,Predicted (weighted),,,,
623,Arizona,2020-01-04T00:00:00.000,AZ,2020,1,Hispanic,2020,All Cause,193.0,193.0,Predicted (weighted),,22.0,12.9,
624,Arizona,2015-01-17T00:00:00.000,AZ,2015,2,Hispanic,2015-2019,All Cause,152.0,174.0,Predicted (weighted),,,,
625,Arizona,2016-01-16T00:00:00.000,AZ,2016,2,Hispanic,2015-2019,All Cause,157.0,174.0,Predicted (weighted),,,,
626,Arizona,2017-01-14T00:00:00.000,AZ,2017,2,Hispanic,2015-2019,All Cause,154.0,174.0,Predicted (weighted),,,,
627,Arizona,2018-01-13T00:00:00.000,AZ,2018,2,Hispanic,2015-2019,All Cause,193.0,174.0,Predicted (weighted),,,,
628,Arizona,2019-01-12T00:00:00.000,AZ,2019,2,Hispanic,2015-2019,All Cause,214.0,174.0,Predicted (weighted),,,,
629,Arizona,2020-01-11T00:00:00.000,AZ,2020,2,Hispanic,2020,All Cause,208.0,208.0,Predicted (weighted),,34.0,19.5,
630,Arizona,2015-01-24T00:00:00.000,AZ,2015,3,Hispanic,2015-2019,All Cause,145.0,163.0,Predicted (weighted),,,,
631,Arizona,2016-01-23T00:00:00.000,AZ,2016,3,Hispanic,2015-2019,All Cause,151.0,163.0,Predicted (weighted),,,,
632,Arizona,2017-01-21T00:00:00.000,AZ,2017,3,Hispanic,2015-2019,All Cause,145.0,163.0,Predicted (weighted),,,,
633,Arizona,2018-01-20T00:00:00.000,AZ,2018,3,Hispanic,2015-2019,All Cause,187.0,163.0,Predicted (weighted),,,,
634,Arizona,2019-01-19T00:00:00.000,AZ,2019,3,Hispanic,2015-2019,All Cause,189.0,163.0,Predicted (weighted),,,,
635,Arizona,2020-01-18T00:00:00.000,AZ,2020,3,Hispanic,2020,All Cause,208.0,208.0,Predicted (weighted),,45.0,27.6,
636,Arizona,2015-01-31T00:00:00.000,AZ,2015,4,Hispanic,2015-2019,All Cause,160.0,171.0,Predicted (weighted),,,,
637,Arizona,2016-01-30T00:00:00.000,AZ,2016,4,Hispanic,2015-2019,All Cause,174.0,171.0,Predicted (weighted),,,,
638,Arizona,2017-01-28T00:00:00.000,AZ,2017,4,Hispanic,2015-2019,All Cause,160.0,171.0,Predicted (weighted),,,,
639,Arizona,2018-01-27T00:00:00.000,AZ,2018,4,Hispanic,2015-2019,All Cause,175.0,171.0,Predicted (weighted),,,,
640,Arizona,2019-01-26T00:00:00.000,AZ,2019,4,Hispanic,2015-2019,All Cause,186.0,171.0,Predicted (weighted),,,,
641,Arizona,2020-01-25T00:00:00.000,AZ,2020,4,Hispanic,2020,All Cause,198.0,198.0,Predicted (weighted),,27.0,15.8,
642,Arizona,2015-02-07T00:00:00.000,AZ,2015,5,Hispanic,2015-2019,All Cause,132.0,157.0,Predicted (weighted),,,,
643,Arizona,2016-02-06T00:00:00.000,AZ,2016,5,Hispanic,2015-2019,All Cause,166.0,157.0,Predicted (weighted),,,,
644,Arizona,2017-02-04T00:00:00.000,AZ,2017,5,Hispanic,2015-2019,All Cause,143.0,157.0,Predicted (weighted),,,,
645,Arizona,2018-02-03T00:00:00.000,AZ,2018,5,Hispanic,2015-2019,All Cause,177.0,157.0,Predicted (weighted),,,,
646,Arizona,2019-02-02T00:00:00.000,AZ,2019,5,Hispanic,2015-2019,All Cause,165.0,157.0,Predicted (weighted),,,,
647,Arizona,2020-02-01T00:00:00.000,AZ,2020,5,Hispanic,2020,All Cause,197.0,197.0,Predicted (weighted),,40.0,25.5,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
648,Arizona,2015-02-14T00:00:00.000,AZ,2015,6,Hispanic,2015-2019,All Cause,142.0,163.0,Predicted (weighted),,,,
649,Arizona,2016-02-13T00:00:00.000,AZ,2016,6,Hispanic,2015-2019,All Cause,162.0,163.0,Predicted (weighted),,,,
650,Arizona,2017-02-11T00:00:00.000,AZ,2017,6,Hispanic,2015-2019,All Cause,173.0,163.0,Predicted (weighted),,,,
651,Arizona,2018-02-10T00:00:00.000,AZ,2018,6,Hispanic,2015-2019,All Cause,181.0,163.0,Predicted (weighted),,,,
652,Arizona,2019-02-09T00:00:00.000,AZ,2019,6,Hispanic,2015-2019,All Cause,159.0,163.0,Predicted (weighted),,,,
653,Arizona,2020-02-08T00:00:00.000,AZ,2020,6,Hispanic,2020,All Cause,210.0,210.0,Predicted (weighted),,47.0,28.8,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
654,Arizona,2015-02-21T00:00:00.000,AZ,2015,7,Hispanic,2015-2019,All Cause,139.0,163.0,Predicted (weighted),,,,
655,Arizona,2016-02-20T00:00:00.000,AZ,2016,7,Hispanic,2015-2019,All Cause,184.0,163.0,Predicted (weighted),,,,
656,Arizona,2017-02-18T00:00:00.000,AZ,2017,7,Hispanic,2015-2019,All Cause,127.0,163.0,Predicted (weighted),,,,
657,Arizona,2018-02-17T00:00:00.000,AZ,2018,7,Hispanic,2015-2019,All Cause,170.0,163.0,Predicted (weighted),,,,
658,Arizona,2019-02-16T00:00:00.000,AZ,2019,7,Hispanic,2015-2019,All Cause,193.0,163.0,Predicted (weighted),,,,
659,Arizona,2020-02-15T00:00:00.000,AZ,2020,7,Hispanic,2020,All Cause,182.0,182.0,Predicted (weighted),,19.0,11.7,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
660,Arizona,2015-02-28T00:00:00.000,AZ,2015,8,Hispanic,2015-2019,All Cause,138.0,163.0,Predicted (weighted),,,,
661,Arizona,2016-02-27T00:00:00.000,AZ,2016,8,Hispanic,2015-2019,All Cause,192.0,163.0,Predicted (weighted),,,,
662,Arizona,2017-02-25T00:00:00.000,AZ,2017,8,Hispanic,2015-2019,All Cause,137.0,163.0,Predicted (weighted),,,,
663,Arizona,2018-02-24T00:00:00.000,AZ,2018,8,Hispanic,2015-2019,All Cause,163.0,163.0,Predicted (weighted),,,,
664,Arizona,2019-02-23T00:00:00.000,AZ,2019,8,Hispanic,2015-2019,All Cause,184.0,163.0,Predicted (weighted),,,,
665,Arizona,2020-02-22T00:00:00.000,AZ,2020,8,Hispanic,2020,All Cause,186.0,186.0,Predicted (weighted),,23.0,14.1,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
666,Arizona,2015-03-07T00:00:00.000,AZ,2015,9,Hispanic,2015-2019,All Cause,124.0,151.0,Predicted (weighted),,,,
667,Arizona,2016-03-05T00:00:00.000,AZ,2016,9,Hispanic,2015-2019,All Cause,142.0,151.0,Predicted (weighted),,,,
668,Arizona,2017-03-04T00:00:00.000,AZ,2017,9,Hispanic,2015-2019,All Cause,175.0,151.0,Predicted (weighted),,,,
669,Arizona,2018-03-03T00:00:00.000,AZ,2018,9,Hispanic,2015-2019,All Cause,141.0,151.0,Predicted (weighted),,,,
670,Arizona,2019-03-02T00:00:00.000,AZ,2019,9,Hispanic,2015-2019,All Cause,172.0,151.0,Predicted (weighted),,,,
671,Arizona,2020-02-29T00:00:00.000,AZ,2020,9,Hispanic,2020,All Cause,208.0,208.0,Predicted (weighted),,57.0,37.7,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
672,Arizona,2015-03-14T00:00:00.000,AZ,2015,10,Hispanic,2015-2019,All Cause,152.0,171.0,Predicted (weighted),,,,
673,Arizona,2016-03-12T00:00:00.000,AZ,2016,10,Hispanic,2015-2019,All Cause,174.0,171.0,Predicted (weighted),,,,
674,Arizona,2017-03-11T00:00:00.000,AZ,2017,10,Hispanic,2015-2019,All Cause,139.0,171.0,Predicted (weighted),,,,
675,Arizona,2018-03-10T00:00:00.000,AZ,2018,10,Hispanic,2015-2019,All Cause,187.0,171.0,Predicted (weighted),,,,
676,Arizona,2019-03-09T00:00:00.000,AZ,2019,10,Hispanic,2015-2019,All Cause,205.0,171.0,Predicted (weighted),,,,
677,Arizona,2020-03-07T00:00:00.000,AZ,2020,10,Hispanic,2020,All Cause,207.0,207.0,Predicted (weighted),,36.0,21.1,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
678,Arizona,2015-03-21T00:00:00.000,AZ,2015,11,Hispanic,2015-2019,All Cause,169.0,167.0,Predicted (weighted),,,,
679,Arizona,2016-03-19T00:00:00.000,AZ,2016,11,Hispanic,2015-2019,All Cause,190.0,167.0,Predicted (weighted),,,,
680,Arizona,2017-03-18T00:00:00.000,AZ,2017,11,Hispanic,2015-2019,All Cause,159.0,167.0,Predicted (weighted),,,,
681,Arizona,2018-03-17T00:00:00.000,AZ,2018,11,Hispanic,2015-2019,All Cause,153.0,167.0,Predicted (weighted),,,,
682,Arizona,2019-03-16T00:00:00.000,AZ,2019,11,Hispanic,2015-2019,All Cause,163.0,167.0,Predicted (weighted),,,,
683,Arizona,2020-03-14T00:00:00.000,AZ,2020,11,Hispanic,2020,All Cause,202.0,202.0,Predicted (weighted),,35.0,21.0,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
684,Arizona,2015-03-28T00:00:00.000,AZ,2015,12,Hispanic,2015-2019,All Cause,133.0,153.0,Predicted (weighted),,,,
685,Arizona,2016-03-26T00:00:00.000,AZ,2016,12,Hispanic,2015-2019,All Cause,143.0,153.0,Predicted (weighted),,,,
686,Arizona,2017-03-25T00:00:00.000,AZ,2017,12,Hispanic,2015-2019,All Cause,159.0,153.0,Predicted (weighted),,,,
687,Arizona,2018-03-24T00:00:00.000,AZ,2018,12,Hispanic,2015-2019,All Cause,170.0,153.0,Predicted (weighted),,,,
688,Arizona,2019-03-23T00:00:00.000,AZ,2019,12,Hispanic,2015-2019,All Cause,161.0,153.0,Predicted (weighted),,,,
689,Arizona,2020-03-21T00:00:00.000,AZ,2020,12,Hispanic,2020,All Cause,189.0,189.0,Predicted (weighted),,36.0,23.5,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
690,Arizona,2015-04-04T00:00:00.000,AZ,2015,13,Hispanic,2015-2019,All Cause,120.0,154.0,Predicted (weighted),,,,
691,Arizona,2016-04-02T00:00:00.000,AZ,2016,13,Hispanic,2015-2019,All Cause,146.0,154.0,Predicted (weighted),,,,
692,Arizona,2017-04-01T00:00:00.000,AZ,2017,13,Hispanic,2015-2019,All Cause,153.0,154.0,Predicted (weighted),,,,
693,Arizona,2018-03-31T00:00:00.000,AZ,2018,13,Hispanic,2015-2019,All Cause,175.0,154.0,Predicted (weighted),,,,
694,Arizona,2019-03-30T00:00:00.000,AZ,2019,13,Hispanic,2015-2019,All Cause,176.0,154.0,Predicted (weighted),,,,
