,year,stateabbr,statedesc,locationname,datasource,category,measure,data_value_unit,data_value_type,data_value,low_confidence_limit,high_confidence_limit,totalpopulation,latitude,longitude,locationid,categoryid,measureid,datavaluetypeid,short_question_text
790,2017,NE,Nebraska,Adams,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31.9,30.6,33.1,31511,40.52450625,-98.50119591,31001,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
791,2017,NE,Nebraska,Adams,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,28.4,27.2,29.5,31511,40.52450625,-98.50119591,31001,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure
792,2017,NE,Nebraska,Adams,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,78.8,77.8,79.8,31511,40.52450625,-98.50119591,31001,PREVENT,BPMED,CrdPrv,Taking BP Medication
793,2017,NE,Nebraska,Adams,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,58.3,57.2,59.4,31511,40.52450625,-98.50119591,31001,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication
794,2018,NE,Nebraska,Adams,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.8,7.4,8.2,31511,40.52450625,-98.50119591,31001,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
795,2018,NE,Nebraska,Adams,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.6,6.2,6.9,31511,40.52450625,-98.50119591,31001,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin)
796,2018,NE,Nebraska,Adams,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.6,8.0,9.1,31511,40.52450625,-98.50119591,31001,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
797,2018,NE,Nebraska,Adams,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,8.6,8.1,9.2,31511,40.52450625,-98.50119591,31001,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma
798,2018,NE,Nebraska,Adams,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,83.0,80.3,85.5,31511,40.52450625,-98.50119591,31001,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
799,2018,NE,Nebraska,Adams,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,84.1,81.5,86.4,31511,40.52450625,-98.50119591,31001,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening
800,2018,NE,Nebraska,Adams,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.3,6.6,8.1,31511,40.52450625,-98.50119591,31001,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
801,2018,NE,Nebraska,Adams,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.4,6.6,31511,40.52450625,-98.50119591,31001,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease
802,2018,NE,Nebraska,Adams,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,72.6,71.7,73.4,31511,40.52450625,-98.50119591,31001,PREVENT,CHECKUP,CrdPrv,Annual Checkup
803,2018,NE,Nebraska,Adams,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,70.2,69.2,71.1,31511,40.52450625,-98.50119591,31001,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup
804,2017,NE,Nebraska,Adams,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,76.9,75.1,78.6,31511,40.52450625,-98.50119591,31001,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
805,2017,NE,Nebraska,Adams,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,75.4,73.6,77.2,31511,40.52450625,-98.50119591,31001,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening
806,2018,NE,Nebraska,Adams,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,64.4,61.8,66.9,31511,40.52450625,-98.50119591,31001,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
807,2018,NE,Nebraska,Adams,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,62.3,59.5,64.9,31511,40.52450625,-98.50119591,31001,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening
808,2018,NE,Nebraska,Adams,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.9,5.9,8.1,31511,40.52450625,-98.50119591,31001,HLTHOUT,COPD,CrdPrv,COPD
809,2018,NE,Nebraska,Adams,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.2,7.0,31511,40.52450625,-98.50119591,31001,HLTHOUT,COPD,AgeAdjPrv,COPD
810,2018,NE,Nebraska,Adams,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,31.8,24.2,40.4,31511,40.52450625,-98.50119591,31001,PREVENT,COREM,CrdPrv,Core preventive services for older men
811,2018,NE,Nebraska,Adams,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,24.6,19.5,30.1,31511,40.52450625,-98.50119591,31001,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men
812,2018,NE,Nebraska,Adams,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,32.3,25.0,40.4,31511,40.52450625,-98.50119591,31001,PREVENT,COREW,CrdPrv,Core preventive services for older women
813,2018,NE,Nebraska,Adams,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,24.1,19.4,29.3,31511,40.52450625,-98.50119591,31001,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women
814,2018,NE,Nebraska,Adams,BRFSS,Unhealthy Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,16.1,13.6,18.9,31511,40.52450625,-98.50119591,31001,UNHBEH,CSMOKING,CrdPrv,Current Smoking
815,2018,NE,Nebraska,Adams,BRFSS,Unhealthy Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,17.3,14.4,20.3,31511,40.52450625,-98.50119591,31001,UNHBEH,CSMOKING,AgeAdjPrv,Current Smoking
816,2018,NE,Nebraska,Adams,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,68.5,64.5,71.9,31511,40.52450625,-98.50119591,31001,PREVENT,DENTAL,CrdPrv,Dental Visit
817,2018,NE,Nebraska,Adams,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,67.8,63.7,71.5,31511,40.52450625,-98.50119591,31001,PREVENT,DENTAL,AgeAdjPrv,Dental Visit
818,2018,NE,Nebraska,Adams,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.5,9.6,11.3,31511,40.52450625,-98.50119591,31001,HLTHOUT,DIABETES,CrdPrv,Diabetes
819,2018,NE,Nebraska,Adams,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.0,8.3,9.7,31511,40.52450625,-98.50119591,31001,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes
820,2017,NE,Nebraska,Adams,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.6,33.6,35.6,31511,40.52450625,-98.50119591,31001,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
821,2017,NE,Nebraska,Adams,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,28.4,27.7,29.2,31511,40.52450625,-98.50119591,31001,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol
822,2018,NE,Nebraska,Adams,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.0,2.8,3.2,31511,40.52450625,-98.50119591,31001,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
823,2018,NE,Nebraska,Adams,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.6,2.4,2.8,31511,40.52450625,-98.50119591,31001,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease
824,2018,NE,Nebraska,Adams,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,24.8,22.0,27.6,31511,40.52450625,-98.50119591,31001,UNHBEH,LPA,CrdPrv,Physical Inactivity
825,2018,NE,Nebraska,Adams,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,24.0,21.2,26.7,31511,40.52450625,-98.50119591,31001,UNHBEH,LPA,AgeAdjPrv,Physical Inactivity
826,2018,NE,Nebraska,Adams,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,67.5,63.1,71.3,31511,40.52450625,-98.50119591,31001,PREVENT,MAMMOUSE,CrdPrv,Mammography
827,2018,NE,Nebraska,Adams,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,67.3,63.0,71.2,31511,40.52450625,-98.50119591,31001,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography
828,2018,NE,Nebraska,Adams,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.5,10.3,12.8,31511,40.52450625,-98.50119591,31001,HLTHOUT,MHLTH,CrdPrv,Mental Health
829,2018,NE,Nebraska,Adams,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,12.0,10.7,13.4,31511,40.52450625,-98.50119591,31001,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health
830,2018,NE,Nebraska,Adams,BRFSS,Unhealthy Behaviors,Obesity among adults aged >=18 years,%,Crude prevalence,38.4,36.8,39.8,31511,40.52450625,-98.50119591,31001,UNHBEH,OBESITY,CrdPrv,Obesity
831,2018,NE,Nebraska,Adams,BRFSS,Unhealthy Behaviors,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.2,37.6,40.6,31511,40.52450625,-98.50119591,31001,UNHBEH,OBESITY,AgeAdjPrv,Obesity
832,2018,NE,Nebraska,Adams,BRFSS,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.4,10.1,12.8,31511,40.52450625,-98.50119591,31001,HLTHOUT,PHLTH,CrdPrv,Physical Health
833,2018,NE,Nebraska,Adams,BRFSS,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,10.7,9.5,12.0,31511,40.52450625,-98.50119591,31001,HLTHOUT,PHLTH,AgeAdjPrv,Physical Health
834,2018,NE,Nebraska,Adams,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,31.2,29.8,32.6,31511,40.52450625,-98.50119591,31001,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
835,2018,NE,Nebraska,Adams,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,32.5,30.9,33.8,31511,40.52450625,-98.50119591,31001,UNHBEH,SLEEP,AgeAdjPrv,Sleep <7 hours
836,2018,NE,Nebraska,Adams,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.5,3.1,3.9,31511,40.52450625,-98.50119591,31001,HLTHOUT,STROKE,CrdPrv,Stroke
837,2018,NE,Nebraska,Adams,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.9,2.6,3.3,31511,40.52450625,-98.50119591,31001,HLTHOUT,STROKE,AgeAdjPrv,Stroke
838,2018,NE,Nebraska,Adams,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,12.5,8.0,18.1,31511,40.52450625,-98.50119591,31001,HLTHOUT,TEETHLOST,CrdPrv,Teeth Loss
839,2018,NE,Nebraska,Adams,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,12.7,8.2,18.3,31511,40.52450625,-98.50119591,31001,HLTHOUT,TEETHLOST,AgeAdjPrv,Teeth Loss
840,2018,ND,North Dakota,Adams,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,10.0,8.2,12.0,2294,46.09690559,-102.5284929,38001,PREVENT,ACCESS2,CrdPrv,Health Insurance
841,2018,ND,North Dakota,Adams,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,10.8,8.7,13.2,2294,46.09690559,-102.5284929,38001,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance
842,2018,ND,North Dakota,Adams,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,33.6,31.8,35.4,2294,46.09690559,-102.5284929,38001,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
843,2018,ND,North Dakota,Adams,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,24.3,23.0,25.7,2294,46.09690559,-102.5284929,38001,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis
844,2018,ND,North Dakota,Adams,BRFSS,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,17.8,17.0,18.6,2294,46.09690559,-102.5284929,38001,UNHBEH,BINGE,CrdPrv,Binge Drinking
845,2018,ND,North Dakota,Adams,BRFSS,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,23.1,22.0,24.1,2294,46.09690559,-102.5284929,38001,UNHBEH,BINGE,AgeAdjPrv,Binge Drinking
846,2017,ND,North Dakota,Adams,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,38.1,36.3,39.9,2294,46.09690559,-102.5284929,38001,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
847,2017,ND,North Dakota,Adams,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,28.5,27.1,29.8,2294,46.09690559,-102.5284929,38001,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure
848,2017,ND,North Dakota,Adams,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,82.8,81.7,83.8,2294,46.09690559,-102.5284929,38001,PREVENT,BPMED,CrdPrv,Taking BP Medication
849,2017,ND,North Dakota,Adams,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,58.2,56.9,59.5,2294,46.09690559,-102.5284929,38001,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication
850,2018,ND,North Dakota,Adams,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,9.9,9.4,10.5,2294,46.09690559,-102.5284929,38001,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
851,2018,ND,North Dakota,Adams,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.5,6.2,6.9,2294,46.09690559,-102.5284929,38001,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin)
852,2018,ND,North Dakota,Adams,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.5,8.1,9.1,2294,46.09690559,-102.5284929,38001,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
853,2018,ND,North Dakota,Adams,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,8.8,8.4,9.4,2294,46.09690559,-102.5284929,38001,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma
854,2018,ND,North Dakota,Adams,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,84.1,81.2,86.5,2294,46.09690559,-102.5284929,38001,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
855,2018,ND,North Dakota,Adams,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,84.4,81.9,86.6,2294,46.09690559,-102.5284929,38001,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening
856,2018,ND,North Dakota,Adams,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,9.2,8.2,10.3,2294,46.09690559,-102.5284929,38001,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
857,2018,ND,North Dakota,Adams,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.8,5.3,6.4,2294,46.09690559,-102.5284929,38001,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease
858,2018,ND,North Dakota,Adams,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,76.7,75.9,77.6,2294,46.09690559,-102.5284929,38001,PREVENT,CHECKUP,CrdPrv,Annual Checkup
859,2018,ND,North Dakota,Adams,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,71.1,69.9,72.0,2294,46.09690559,-102.5284929,38001,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup
860,2017,ND,North Dakota,Adams,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,83.2,81.8,84.4,2294,46.09690559,-102.5284929,38001,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
861,2017,ND,North Dakota,Adams,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,77.4,75.4,79.3,2294,46.09690559,-102.5284929,38001,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening
862,2018,ND,North Dakota,Adams,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,65.5,62.7,68.1,2294,46.09690559,-102.5284929,38001,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
863,2018,ND,North Dakota,Adams,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,62.5,59.3,65.2,2294,46.09690559,-102.5284929,38001,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening
864,2018,ND,North Dakota,Adams,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.3,6.0,8.6,2294,46.09690559,-102.5284929,38001,HLTHOUT,COPD,CrdPrv,COPD
865,2018,ND,North Dakota,Adams,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.5,4.7,6.3,2294,46.09690559,-102.5284929,38001,HLTHOUT,COPD,AgeAdjPrv,COPD
866,2018,ND,North Dakota,Adams,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,34.9,26.2,44.9,2294,46.09690559,-102.5284929,38001,PREVENT,COREM,CrdPrv,Core preventive services for older men
867,2018,ND,North Dakota,Adams,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,26.6,20.7,33.0,2294,46.09690559,-102.5284929,38001,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men
868,2018,ND,North Dakota,Adams,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,37.0,28.3,47.1,2294,46.09690559,-102.5284929,38001,PREVENT,COREW,CrdPrv,Core preventive services for older women
869,2018,ND,North Dakota,Adams,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,27.6,21.9,33.8,2294,46.09690559,-102.5284929,38001,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women
870,2018,ND,North Dakota,Adams,BRFSS,Unhealthy Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,16.4,13.9,19.0,2294,46.09690559,-102.5284929,38001,UNHBEH,CSMOKING,CrdPrv,Current Smoking
871,2018,ND,North Dakota,Adams,BRFSS,Unhealthy Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,18.8,15.7,21.7,2294,46.09690559,-102.5284929,38001,UNHBEH,CSMOKING,AgeAdjPrv,Current Smoking
872,2018,ND,North Dakota,Adams,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,66.8,62.8,70.7,2294,46.09690559,-102.5284929,38001,PREVENT,DENTAL,CrdPrv,Dental Visit
873,2018,ND,North Dakota,Adams,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,65.8,61.8,69.8,2294,46.09690559,-102.5284929,38001,PREVENT,DENTAL,AgeAdjPrv,Dental Visit
874,2018,ND,North Dakota,Adams,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.2,11.0,13.3,2294,46.09690559,-102.5284929,38001,HLTHOUT,DIABETES,CrdPrv,Diabetes
875,2018,ND,North Dakota,Adams,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,8.6,7.9,9.4,2294,46.09690559,-102.5284929,38001,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes
876,2017,ND,North Dakota,Adams,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,38.9,37.6,40.2,2294,46.09690559,-102.5284929,38001,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
877,2017,ND,North Dakota,Adams,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,28.7,27.8,29.6,2294,46.09690559,-102.5284929,38001,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol
878,2018,ND,North Dakota,Adams,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.5,3.2,3.8,2294,46.09690559,-102.5284929,38001,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
879,2018,ND,North Dakota,Adams,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.4,2.3,2.6,2294,46.09690559,-102.5284929,38001,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease
880,2018,ND,North Dakota,Adams,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,24.6,21.4,27.8,2294,46.09690559,-102.5284929,38001,UNHBEH,LPA,CrdPrv,Physical Inactivity
881,2018,ND,North Dakota,Adams,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,21.8,19.1,24.5,2294,46.09690559,-102.5284929,38001,UNHBEH,LPA,AgeAdjPrv,Physical Inactivity
882,2018,ND,North Dakota,Adams,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,75.0,70.8,79.0,2294,46.09690559,-102.5284929,38001,PREVENT,MAMMOUSE,CrdPrv,Mammography
883,2018,ND,North Dakota,Adams,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,74.6,70.1,78.7,2294,46.09690559,-102.5284929,38001,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography
884,2018,ND,North Dakota,Adams,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10.0,9.0,11.0,2294,46.09690559,-102.5284929,38001,HLTHOUT,MHLTH,CrdPrv,Mental Health
885,2018,ND,North Dakota,Adams,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11.5,10.2,12.8,2294,46.09690559,-102.5284929,38001,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health
886,2018,ND,North Dakota,Adams,BRFSS,Unhealthy Behaviors,Obesity among adults aged >=18 years,%,Crude prevalence,32.8,31.0,34.7,2294,46.09690559,-102.5284929,38001,UNHBEH,OBESITY,CrdPrv,Obesity
887,2018,ND,North Dakota,Adams,BRFSS,Unhealthy Behaviors,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.2,31.3,35.0,2294,46.09690559,-102.5284929,38001,UNHBEH,OBESITY,AgeAdjPrv,Obesity
888,2018,ND,North Dakota,Adams,BRFSS,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.5,10.1,13.0,2294,46.09690559,-102.5284929,38001,HLTHOUT,PHLTH,CrdPrv,Physical Health
889,2018,ND,North Dakota,Adams,BRFSS,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,9.8,8.7,10.9,2294,46.09690559,-102.5284929,38001,HLTHOUT,PHLTH,AgeAdjPrv,Physical Health
890,2018,ND,North Dakota,Adams,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,29.4,27.9,30.9,2294,46.09690559,-102.5284929,38001,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
891,2018,ND,North Dakota,Adams,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,31.7,30.0,33.4,2294,46.09690559,-102.5284929,38001,UNHBEH,SLEEP,AgeAdjPrv,Sleep <7 hours
892,2018,ND,North Dakota,Adams,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.0,3.5,4.6,2294,46.09690559,-102.5284929,38001,HLTHOUT,STROKE,CrdPrv,Stroke
893,2018,ND,North Dakota,Adams,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.7,2.4,3.0,2294,46.09690559,-102.5284929,38001,HLTHOUT,STROKE,AgeAdjPrv,Stroke
894,2018,ND,North Dakota,Adams,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,12.1,7.2,17.7,2294,46.09690559,-102.5284929,38001,HLTHOUT,TEETHLOST,CrdPrv,Teeth Loss
895,2018,ND,North Dakota,Adams,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,11.9,7.4,17.3,2294,46.09690559,-102.5284929,38001,HLTHOUT,TEETHLOST,AgeAdjPrv,Teeth Loss
896,2018,OH,Ohio,Adams,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,12.1,9.8,14.6,27724,38.8454767,-83.47186379,39001,PREVENT,ACCESS2,CrdPrv,Health Insurance
